,Area Code (ISO3),Area,Item,Value
11379,SWZ,Eswatini,"Other beans, green",362.2064101483269
11380,FJI,Fiji,"Other beans, green",0.0
11381,FIN,Finland,"Other beans, green",256.1451416944562
11382,FRA,France,"Other beans, green",316432.4529629802
11383,GEO,Georgia,"Other beans, green",543.8265161475133
11384,DEU,Germany,"Other beans, green",43177.41614715687
11385,GHA,Ghana,"Other beans, green",24433.336941408637
11386,GRC,Greece,"Other beans, green",43367.84964839317
11387,GTM,Guatemala,"Other beans, green",5044.645406231452
11388,GIN,Guinea,"Other beans, green",17.734678390083957
11389,GNB,Guinea-Bissau,"Other beans, green",10.619888640022
11390,GUY,Guyana,"Other beans, green",8754.364276499871
11391,HTI,Haiti,"Other beans, green",1773.7756117077067
11392,HKG,Hong Kong,"Other beans, green",82218.66321701468
11393,HUN,Hungary,"Other beans, green",14130.158138451532
11394,IND,India,"Other beans, green",659014.138732111
11395,IDN,Indonesia,"Other beans, green",905538.41399019
11396,IRN,Iran,"Other beans, green",64510.8632243441
11397,IRQ,Iraq,"Other beans, green",3912.275795514268
11398,IRL,Ireland,"Other beans, green",1474.9929984643804
11399,ISR,Israel,"Other beans, green",11438.445238417837
11400,ITA,Italy,"Other beans, green",190197.42737448207
11401,JAM,Jamaica,"Other beans, green",30.8406697922088
11402,JPN,Japan,"Other beans, green",1510.240310213769
11403,JOR,Jordan,"Other beans, green",11219.545343972914
11404,KEN,Kenya,"Other beans, green",36424.43592319786
11405,KWT,Kuwait,"Other beans, green",3850.826350251915
11406,LBN,Lebanon,"Other beans, green",17104.99310165801
11407,LSO,Lesotho,"Other beans, green",365.8466401808554
11408,LBR,Liberia,"Other beans, green",511.26627524850784
11409,LTU,Lithuania,"Other beans, green",360.06642257899205
11410,LUX,Luxembourg,"Other beans, green",439.373068793206
11411,MAC,Macau,"Other beans, green",1663.988434111172
11412,MDG,Madagascar,"Other beans, green",901.3514203361124
11413,MWI,Malawi,"Other beans, green",0.0
11414,MYS,Malaysia,"Other beans, green",0.0
11415,MDV,Maldives,"Other beans, green",33.11549528159826
11416,MLI,Mali,"Other beans, green",3737.3229065419255
11417,MLT,Malta,"Other beans, green",1046.9221881842643
11418,MHL,Marshall Islands,"Other beans, green",1.1401510204849343
11419,MRT,Mauritania,"Other beans, green",141.22894441571358
11420,MDA,Moldova,"Other beans, green",1822.0060117830851
11421,MOZ,Mozambique,"Other beans, green",345.90580457004853
11422,MMR,Myanmar,"Other beans, green",0.0
11423,NAM,Namibia,"Other beans, green",52.95462695310895
11424,NPL,Nepal,"Other beans, green",242.22999940720769
11425,NLD,Netherlands,"Other beans, green",90471.07605195182
11426,NZL,New Zealand,"Other beans, green",8525.90936354791
11427,NER,Niger,"Other beans, green",31108.38001887368
11428,NGA,Nigeria,"Other beans, green",82.34953672710446
11429,MKD,North Macedonia,"Other beans, green",11070.446889701549
11430,NOR,Norway,"Other beans, green",1575.1065866242027
11431,OMN,Oman,"Other beans, green",0.0
11432,PAK,Pakistan,"Other beans, green",11467.774875962126
11433,PSE,Palestine,"Other beans, green",7609.908607544371
11434,PAN,Panama,"Other beans, green",195.72615426199803
11435,PNG,Papua New Guinea,"Other beans, green",140.17616363461596
11436,PER,Peru,"Other beans, green",8834.934107415316
11437,PHL,Philippines,"Other beans, green",13595.21177195904
11438,POL,Poland,"Other beans, green",47360.31752965735
11439,PRT,Portugal,"Other beans, green",14283.913162185523
11440,QAT,Qatar,"Other beans, green",3578.799447850065
11441,ROU,Romania,"Other beans, green",32236.64031461698
11442,RUS,Russia,"Other beans, green",416.66457637586313
11443,RWA,Rwanda,"Other beans, green",2588.0552031252246
11444,SAU,Saudi Arabia,"Other beans, green",16713.649770231754
11445,SEN,Senegal,"Other beans, green",540.3756740916906
11446,SRB,Serbia,"Other beans, green",30285.17159850077
11447,SYC,Seychelles,"Other beans, green",9.527549619661428
11448,SLE,Sierra Leone,"Other beans, green",0.123466252530475
11449,SGP,Singapore,"Other beans, green",1163.6954162998118
11450,SVK,Slovakia,"Other beans, green",29.64467670081337
11451,SVN,Slovenia,"Other beans, green",2549.688290226386
11452,SOM,Somalia,"Other beans, green",1.4866956602867178
11453,ZAF,South Africa,"Other beans, green",21625.345742146383
11454,KOR,South Korea,"Other beans, green",4.4026374930606895
11455,SSD,South Sudan,"Other beans, green",1049.5788216957442
11456,ESP,Spain,"Other beans, green",267551.63023881003
11457,LKA,Sri Lanka,"Other beans, green",179193.20280417777
11458,SDN,Sudan,"Other beans, green",436.8392997533586
11459,SUR,Suriname,"Other beans, green",2038.0
11460,SWE,Sweden,"Other beans, green",869.9199175553573
11461,CHE,Switzerland,"Other beans, green",13813.082604796777
11462,SYR,Syria,"Other beans, green",43872.50785195071
11463,TWN,Taiwan,"Other beans, green",13768.41924609498
11464,TZA,Tanzania,"Other beans, green",0.0072758227588565
11465,THA,Thailand,"Other beans, green",288849.4394986651
11466,TGO,Togo,"Other beans, green",3.79806134625333
11467,TTO,Trinidad and Tobago,"Other beans, green",0.0
11468,TUR,Türkiye,"Other beans, green",546426.7301215567
11469,UGA,Uganda,"Other beans, green",0.0
11470,UKR,Ukraine,"Other beans, green",2578.1908368626864
11471,ARE,United Arab Emirates,"Other beans, green",3456.010200864567
11472,GBR,United Kingdom,"Other beans, green",56681.38226154146
11473,USA,United States,"Other beans, green",79427.23611119049
11474,VNM,Vietnam,"Other beans, green",137.1897302703684
11475,YEM,Yemen,"Other beans, green",3733.739850404461
11476,ZMB,Zambia,"Other beans, green",0.0
11477,ZWE,Zimbabwe,"Other beans, green",3567.4965053565365
11478,BEN,Benin,"Other beans, green",0.0
11479,FRO,Faroe Islands,"Other beans, green",0.5761723511451213
11480,GAB,Gabon,"Other beans, green",0.0
11481,ISL,Iceland,"Other beans, green",14.485541995609497
11482,ALB,Albania,"Other beans, green",11744.15001974318
11483,ARM,Armenia,"Other beans, green",1.7567715501809582
11484,BGD,Bangladesh,"Other beans, green",197465.2826457272
11485,BOL,Bolivia,"Other beans, green",1293.3
11486,BRA,Brazil,"Other beans, green",0.0
11487,KHM,Cambodia,"Other beans, green",250.64536071054744
11488,CHL,Chile,"Other beans, green",49121.76781693999
11489,COM,Comoros,"Other beans, green",0.8908045693531554
11490,COG,Congo Republic,"Other beans, green",4291.836967229735
11491,DJI,Djibouti,"Other beans, green",30.845943347336423
11492,ECU,Ecuador,"Other beans, green",12150.215451323244
11493,SLV,El Salvador,"Other beans, green",4177.35874422178
11494,ERI,Eritrea,"Other beans, green",0.0
11495,ETH,Ethiopia,"Other beans, green",3685.371005096305
11496,GMB,Gambia,"Other beans, green",0.3061766669085642
11497,KAZ,Kazakhstan,"Other beans, green",2590.1859765845497
11498,LVA,Latvia,"Other beans, green",30.0174595067348
11499,LBY,Libya,"Other beans, green",22.93607008781161
11500,MUS,Mauritius,"Other beans, green",1489.6988060169697
11501,MEX,Mexico,"Other beans, green",55433.64373687904
11502,MNG,Mongolia,"Other beans, green",0.2994792212411922
11503,MNE,Montenegro,"Other beans, green",868.0277046356092
11504,MAR,Morocco,"Other beans, green",92730.7108138417
11505,NCL,New Caledonia,"Other beans, green",1.30875525717886
11506,STP,Sao Tome and Principe,"Other beans, green",519.6698490201276
11507,TJK,Tajikistan,"Other beans, green",29898.44
11508,TUN,Tunisia,"Other beans, green",912.3259789885597
11509,UZB,Uzbekistan,"Other beans, green",6822.98
11510,KGZ,Kyrgyz Republic,"Other beans, green",6953.314322057467
11511,PRY,Paraguay,"Other beans, green",0.0
11512,BLZ,Belize,"Other beans, green",183.5274180398344
11513,COK,Cook Islands,"Other beans, green",0.6992979733385674
11514,CRI,Costa Rica,"Other beans, green",1504.0390623653584
11515,DMA,Dominica,"Other beans, green",0.0
11516,PYF,French Polynesia,"Other beans, green",8.796042315133858
11517,GRD,Grenada,"Other beans, green",0.0
11518,HND,Honduras,"Other beans, green",264.9961963829247
11519,KIR,Kiribati,"Other beans, green",0.0
11520,LAO,Laos,"Other beans, green",0.0
11521,FSM,"Micronesia, Fed. Sts.","Other beans, green",0.0
11522,NRU,Nauru,"Other beans, green",0.0
11523,NIC,Nicaragua,"Other beans, green",9.168861169333546
11524,NIU,Niue,"Other beans, green",0.4895344091737721
11525,PRK,North Korea,"Other beans, green",0.0
11526,SLB,Solomon Islands,"Other beans, green",0.0
11527,KNA,St. Kitts and Nevis,"Other beans, green",0.2573476108580064
11528,LCA,St. Lucia,"Other beans, green",1.0688105532285386
11529,VCT,St. Vincent and the Grenadines,"Other beans, green",0.0099826407080397
11530,TLS,Timor-Leste,"Other beans, green",3592.277827545539
11531,TON,Tonga,"Other beans, green",0.019980996292807
11532,TKM,Turkmenistan,"Other beans, green",0.0
11533,TUV,Tuvalu,"Other beans, green",0.0132243441038492
11534,URY,Uruguay,"Other beans, green",1114.9
11535,VUT,Vanuatu,"Other beans, green",0.2065825358860208
11536,VEN,Venezuela,"Other beans, green",1366.216048322887
11537,BDI,Burundi,"Other beans, green",0.0
11538,TCD,Chad,"Other beans, green",0.0
11539,WSM,Samoa,"Other beans, green",0.0
11540,TKL,Tokelau,"Other beans, green",0.0
11541,PRI,Puerto Rico,"Other beans, green",144.31
11542,AFG,Afghanistan,"Cassava, fresh",0.0
11543,DZA,Algeria,"Cassava, fresh",0.0
11544,AGO,Angola,"Cassava, fresh",9592521.11
11545,ATG,Antigua and Barbuda,"Cassava, fresh",51.8
11546,ARG,Argentina,"Cassava, fresh",197761.75
11547,AUS,Australia,"Cassava, fresh",0.0
11548,AUT,Austria,"Cassava, fresh",0.0
11549,AZE,Azerbaijan,"Cassava, fresh",0.0
11550,BHS,Bahamas,"Cassava, fresh",833.73
11551,BHR,Bahrain,"Cassava, fresh",0.0
11552,BRB,Barbados,"Cassava, fresh",792.0
11553,BLR,Belarus,"Cassava, fresh",0.0
11554,BEL,Belgium,"Cassava, fresh",0.0
11555,BTN,Bhutan,"Cassava, fresh",0.0
11556,BIH,Bosnia and Herzegovina,"Cassava, fresh",0.0
11557,BWA,Botswana,"Cassava, fresh",0.0
11558,BRN,Brunei Darussalam,"Cassava, fresh",3172.98
11559,BGR,Bulgaria,"Cassava, fresh",0.0
11560,BFA,Burkina Faso,"Cassava, fresh",17000.0
11561,CPV,Cabo Verde,"Cassava, fresh",2550.0
11562,CMR,Cameroon,"Cassava, fresh",4860088.47
11563,CAN,Canada,"Cassava, fresh",0.0
11564,CAF,Central African Republic,"Cassava, fresh",805345.0
11565,CHN,China,"Cassava, fresh",4956715.2
11566,COL,Colombia,"Cassava, fresh",1030750.01
11567,CIV,Cote d'Ivoire,"Cassava, fresh",6443565.0
11568,HRV,Croatia,"Cassava, fresh",0.0
11569,CUB,Cuba,"Cassava, fresh",654517.1
11570,CYP,Cyprus,"Cassava, fresh",0.0
11571,CZE,Czechia,"Cassava, fresh",0.0
11572,COD,DR Congo,"Cassava, fresh",42769566.58
11573,DNK,Denmark,"Cassava, fresh",0.0
11574,DOM,Dominican Republic,"Cassava, fresh",167624.83
11575,EGY,Egypt,"Cassava, fresh",0.0
11576,GNQ,Equatorial Guinea,"Cassava, fresh",73835.07
11577,EST,Estonia,"Cassava, fresh",0.0
11578,SWZ,Eswatini,"Cassava, fresh",0.0
11579,FJI,Fiji,"Cassava, fresh",71890.0
11580,FIN,Finland,"Cassava, fresh",0.0
11581,FRA,France,"Cassava, fresh",0.0
11582,GEO,Georgia,"Cassava, fresh",0.0
11583,DEU,Germany,"Cassava, fresh",0.0
11584,GHA,Ghana,"Cassava, fresh",21770641.6
11585,GRC,Greece,"Cassava, fresh",0.0
11586,GTM,Guatemala,"Cassava, fresh",2995.0
11587,GIN,Guinea,"Cassava, fresh",2523455.0
11588,GNB,Guinea-Bissau,"Cassava, fresh",53771.0
11589,GUY,Guyana,"Cassava, fresh",62809.0
11590,HTI,Haiti,"Cassava, fresh",636947.49
11591,HKG,Hong Kong,"Cassava, fresh",0.0
11592,HUN,Hungary,"Cassava, fresh",0.0
11593,IND,India,"Cassava, fresh",6060000.0
11594,IDN,Indonesia,"Cassava, fresh",18302000.0
11595,IRN,Iran,"Cassava, fresh",0.0
11596,IRQ,Iraq,"Cassava, fresh",0.0
11597,IRL,Ireland,"Cassava, fresh",0.0
11598,ISR,Israel,"Cassava, fresh",0.0
11599,ITA,Italy,"Cassava, fresh",0.0
11600,JAM,Jamaica,"Cassava, fresh",31833.0
11601,JPN,Japan,"Cassava, fresh",0.0
11602,JOR,Jordan,"Cassava, fresh",0.0
11603,KEN,Kenya,"Cassava, fresh",886722.31
11604,KWT,Kuwait,"Cassava, fresh",0.0
11605,LBN,Lebanon,"Cassava, fresh",0.0
11606,LSO,Lesotho,"Cassava, fresh",0.0
11607,LBR,Liberia,"Cassava, fresh",631077.64
11608,LTU,Lithuania,"Cassava, fresh",0.0
11609,LUX,Luxembourg,"Cassava, fresh",0.0
11610,MAC,Macau,"Cassava, fresh",0.0
11611,MDG,Madagascar,"Cassava, fresh",2599679.0
11612,MWI,Malawi,"Cassava, fresh",5858745.0
11613,MYS,Malaysia,"Cassava, fresh",37513.74
11614,MDV,Maldives,"Cassava, fresh",6.2
11615,MLI,Mali,"Cassava, fresh",164842.14
11616,MLT,Malta,"Cassava, fresh",0.0
11617,MHL,Marshall Islands,"Cassava, fresh",0.0
11618,MRT,Mauritania,"Cassava, fresh",0.0
11619,MDA,Moldova,"Cassava, fresh",0.0
11620,MOZ,Mozambique,"Cassava, fresh",6026000.0
11621,MMR,Myanmar,"Cassava, fresh",391781.8
11622,NAM,Namibia,"Cassava, fresh",0.03
11623,NPL,Nepal,"Cassava, fresh",0.0
11624,NLD,Netherlands,"Cassava, fresh",0.0
11625,NZL,New Zealand,"Cassava, fresh",0.0
11626,NER,Niger,"Cassava, fresh",658234.11
11627,NGA,Nigeria,"Cassava, fresh",59063109.47
11628,MKD,North Macedonia,"Cassava, fresh",0.0
11629,NOR,Norway,"Cassava, fresh",0.0
11630,OMN,Oman,"Cassava, fresh",0.0
11631,PAK,Pakistan,"Cassava, fresh",0.0
11632,PSE,Palestine,"Cassava, fresh",0.0
11633,PAN,Panama,"Cassava, fresh",16541.89
11634,PNG,Papua New Guinea,"Cassava, fresh",154922.96
11635,PER,Peru,"Cassava, fresh",1343009.6
11636,PHL,Philippines,"Cassava, fresh",2607758.63
11637,POL,Poland,"Cassava, fresh",0.0
11638,PRT,Portugal,"Cassava, fresh",0.0
11639,QAT,Qatar,"Cassava, fresh",0.0
11640,ROU,Romania,"Cassava, fresh",0.0
11641,RUS,Russia,"Cassava, fresh",0.0
11642,RWA,Rwanda,"Cassava, fresh",1279581.83
11643,SAU,Saudi Arabia,"Cassava, fresh",0.0
11644,SEN,Senegal,"Cassava, fresh",1346474.34
11645,SRB,Serbia,"Cassava, fresh",0.0
11646,SYC,Seychelles,"Cassava, fresh",232.56
11647,SLE,Sierra Leone,"Cassava, fresh",1690168.0
11648,SGP,Singapore,"Cassava, fresh",0.31
11649,SVK,Slovakia,"Cassava, fresh",0.0
11650,SVN,Slovenia,"Cassava, fresh",0.0
11651,SOM,Somalia,"Cassava, fresh",96535.38
11652,ZAF,South Africa,"Cassava, fresh",0.0
11653,KOR,South Korea,"Cassava, fresh",0.0
11654,SSD,South Sudan,"Cassava, fresh",1425169.0
11655,ESP,Spain,"Cassava, fresh",0.0
11656,LKA,Sri Lanka,"Cassava, fresh",314846.2
11657,SDN,Sudan,"Cassava, fresh",0.0
11658,SUR,Suriname,"Cassava, fresh",5763.0
11659,SWE,Sweden,"Cassava, fresh",0.0
11660,CHE,Switzerland,"Cassava, fresh",0.0
11661,SYR,Syria,"Cassava, fresh",0.0
11662,TWN,Taiwan,"Cassava, fresh",8248.0
11663,TZA,Tanzania,"Cassava, fresh",6919484.46
11664,THA,Thailand,"Cassava, fresh",30499481.53
11665,TGO,Togo,"Cassava, fresh",1153586.24
11666,TTO,Trinidad and Tobago,"Cassava, fresh",3947.0
11667,TUR,Türkiye,"Cassava, fresh",0.0
11668,UGA,Uganda,"Cassava, fresh",2084000.0
11669,UKR,Ukraine,"Cassava, fresh",0.0
11670,ARE,United Arab Emirates,"Cassava, fresh",0.0
11671,GBR,United Kingdom,"Cassava, fresh",0.0
11672,USA,United States,"Cassava, fresh",0.0
11673,VNM,Vietnam,"Cassava, fresh",10617872.97
11674,YEM,Yemen,"Cassava, fresh",0.0
11675,ZMB,Zambia,"Cassava, fresh",3917573.43
11676,ZWE,Zimbabwe,"Cassava, fresh",266065.84
11677,BEN,Benin,"Cassava, fresh",4161659.98
11678,FRO,Faroe Islands,"Cassava, fresh",0.0
11679,GAB,Gabon,"Cassava, fresh",317399.37
11680,ISL,Iceland,"Cassava, fresh",0.0
11681,ALB,Albania,"Cassava, fresh",0.0
11682,ARM,Armenia,"Cassava, fresh",0.0
11683,BGD,Bangladesh,"Cassava, fresh",0.0
11684,BOL,Bolivia,"Cassava, fresh",203633.0
11685,BRA,Brazil,"Cassava, fresh",18205120.0
11686,KHM,Cambodia,"Cassava, fresh",7576631.81
11687,CHL,Chile,"Cassava, fresh",0.0
11688,COM,Comoros,"Cassava, fresh",65842.67
11689,COG,Congo Republic,"Cassava, fresh",1603355.42
11690,DJI,Djibouti,"Cassava, fresh",0.0
11691,ECU,Ecuador,"Cassava, fresh",64273.0
11692,SLV,El Salvador,"Cassava, fresh",21895.81
11693,ERI,Eritrea,"Cassava, fresh",0.0
11694,ETH,Ethiopia,"Cassava, fresh",0.0
11695,GMB,Gambia,"Cassava, fresh",11855.76
11696,KAZ,Kazakhstan,"Cassava, fresh",0.0
11697,LVA,Latvia,"Cassava, fresh",0.0
11698,LBY,Libya,"Cassava, fresh",0.0
11699,MUS,Mauritius,"Cassava, fresh",668.0
11700,MEX,Mexico,"Cassava, fresh",26696.48
11701,MNG,Mongolia,"Cassava, fresh",0.0
11702,MNE,Montenegro,"Cassava, fresh",0.0
11703,MAR,Morocco,"Cassava, fresh",0.0
11704,NCL,New Caledonia,"Cassava, fresh",812.9
11705,STP,Sao Tome and Principe,"Cassava, fresh",1388.3
11706,TJK,Tajikistan,"Cassava, fresh",0.0
11707,TUN,Tunisia,"Cassava, fresh",0.0
11708,UZB,Uzbekistan,"Cassava, fresh",0.0
11709,KGZ,Kyrgyz Republic,"Cassava, fresh",0.0
11710,PRY,Paraguay,"Cassava, fresh",3329331.0
11711,BLZ,Belize,"Cassava, fresh",769.0
11712,COK,Cook Islands,"Cassava, fresh",0.0
11713,CRI,Costa Rica,"Cassava, fresh",97201.0
11714,DMA,Dominica,"Cassava, fresh",1230.09
11715,PYF,French Polynesia,"Cassava, fresh",3813.91
11716,GRD,Grenada,"Cassava, fresh",0.0
11717,HND,Honduras,"Cassava, fresh",26245.27
11718,KIR,Kiribati,"Cassava, fresh",0.0
11719,LAO,Laos,"Cassava, fresh",1452125.78
11720,FSM,"Micronesia, Fed. Sts.","Cassava, fresh",9155.05
11721,NRU,Nauru,"Cassava, fresh",0.0
11722,NIC,Nicaragua,"Cassava, fresh",223381.0
11723,NIU,Niue,"Cassava, fresh",43.55
11724,PRK,North Korea,"Cassava, fresh",0.0
11725,SLB,Solomon Islands,"Cassava, fresh",3081.28
11726,KNA,St. Kitts and Nevis,"Cassava, fresh",0.0
11727,LCA,St. Lucia,"Cassava, fresh",1343.82
11728,VCT,St. Vincent and the Grenadines,"Cassava, fresh",567.0
11729,TLS,Timor-Leste,"Cassava, fresh",19999.42
11730,TON,Tonga,"Cassava, fresh",7240.96
11731,TKM,Turkmenistan,"Cassava, fresh",0.0
11732,TUV,Tuvalu,"Cassava, fresh",0.0
11733,URY,Uruguay,"Cassava, fresh",0.0
11734,VUT,Vanuatu,"Cassava, fresh",0.0
11735,VEN,Venezuela,"Cassava, fresh",415146.63
11736,BDI,Burundi,"Cassava, fresh",2442499.07
11737,TCD,Chad,"Cassava, fresh",293862.0
11738,WSM,Samoa,"Cassava, fresh",449.7
11739,TKL,Tokelau,"Cassava, fresh",0.0
11740,PRI,Puerto Rico,"Cassava, fresh",106.58
11741,AFG,Afghanistan,"Pistachios, in shell",0.0031722429021101
11742,DZA,Algeria,"Pistachios, in shell",883.1493778970253
11743,AGO,Angola,"Pistachios, in shell",0.3090322779009797
11744,ATG,Antigua and Barbuda,"Pistachios, in shell",0.0
11745,ARG,Argentina,"Pistachios, in shell",49.38965773290334
11746,AUS,Australia,"Pistachios, in shell",2927.232160356856
11747,AUT,Austria,"Pistachios, in shell",224.20233478094167
11748,AZE,Azerbaijan,"Pistachios, in shell",139.61983498172924
11749,BHS,Bahamas,"Pistachios, in shell",1.4896594416374145
11750,BHR,Bahrain,"Pistachios, in shell",702.2866717499396
11751,BRB,Barbados,"Pistachios, in shell",0.6593759402454185
11752,BLR,Belarus,"Pistachios, in shell",360.3794733412783
11753,BEL,Belgium,"Pistachios, in shell",15196.233679548668
11754,BTN,Bhutan,"Pistachios, in shell",0.369303861877332
11755,BIH,Bosnia and Herzegovina,"Pistachios, in shell",67.37940991029254
11756,BWA,Botswana,"Pistachios, in shell",5.608931966411815
11757,BRN,Brunei Darussalam,"Pistachios, in shell",7.329219692048019
11758,BGR,Bulgaria,"Pistachios, in shell",251.2850452488674
11759,BFA,Burkina Faso,"Pistachios, in shell",0.0396860910765175
11760,CPV,Cabo Verde,"Pistachios, in shell",0.1797943854329994
11761,CMR,Cameroon,"Pistachios, in shell",0.0
11762,CAN,Canada,"Pistachios, in shell",2086.097369389048
11763,CAF,Central African Republic,"Pistachios, in shell",0.0089875063016937
11764,CHN,China,"Pistachios, in shell",200643.8712398529
11765,COL,Colombia,"Pistachios, in shell",207.9898423589186
11766,CIV,Cote d'Ivoire,"Pistachios, in shell",0.0
11767,HRV,Croatia,"Pistachios, in shell",231.40841833729527
11768,CUB,Cuba,"Pistachios, in shell",0.109770824782207
11769,CYP,Cyprus,"Pistachios, in shell",175.4710864058394
11770,CZE,Czechia,"Pistachios, in shell",312.8835650661836
11771,COD,DR Congo,"Pistachios, in shell",2.399039595600292
11772,DNK,Denmark,"Pistachios, in shell",227.6466706885776
11773,DOM,Dominican Republic,"Pistachios, in shell",4.879972899112316
11774,EGY,Egypt,"Pistachios, in shell",3037.9027590830983
11775,GNQ,Equatorial Guinea,"Pistachios, in shell",0.9688655631494896
11776,EST,Estonia,"Pistachios, in shell",143.9581510255485
11777,SWZ,Eswatini,"Pistachios, in shell",0.7298610223673124
11778,FJI,Fiji,"Pistachios, in shell",0.1593414153329688
11779,FIN,Finland,"Pistachios, in shell",60.79839085916075
11780,FRA,France,"Pistachios, in shell",8035.612772066695
11781,GEO,Georgia,"Pistachios, in shell",584.4699282570498
11782,DEU,Germany,"Pistachios, in shell",31769.323916293382
11783,GHA,Ghana,"Pistachios, in shell",0.0
11784,GRC,Greece,"Pistachios, in shell",0.0
11785,GTM,Guatemala,"Pistachios, in shell",0.1198980399369251
11786,GIN,Guinea,"Pistachios, in shell",0.109905163117268
11787,GNB,Guinea-Bissau,"Pistachios, in shell",0.0292715961557793
11788,GUY,Guyana,"Pistachios, in shell",0.0
11789,HTI,Haiti,"Pistachios, in shell",0.0191133165474365
11790,HKG,Hong Kong,"Pistachios, in shell",5795.16351539987
11791,HUN,Hungary,"Pistachios, in shell",576.6898139262845
11792,IND,India,"Pistachios, in shell",7649.327098238637
11793,IDN,Indonesia,"Pistachios, in shell",10.538655369630554
11794,IRN,Iran,"Pistachios, in shell",57815.17156417135
11795,IRQ,Iraq,"Pistachios, in shell",1679.109763770779
11796,IRL,Ireland,"Pistachios, in shell",140.76150960616218
11797,ISR,Israel,"Pistachios, in shell",4957.849933280044
11798,ITA,Italy,"Pistachios, in shell",16893.111493986627
11799,JAM,Jamaica,"Pistachios, in shell",6.578951855647028
11800,JPN,Japan,"Pistachios, in shell",2360.4395017920274
11801,JOR,Jordan,"Pistachios, in shell",7052.474786019158
11802,KEN,Kenya,"Pistachios, in shell",13.357126548031966
11803,KWT,Kuwait,"Pistachios, in shell",1934.818902007955
11804,LBN,Lebanon,"Pistachios, in shell",2111.73960839141
11805,LSO,Lesotho,"Pistachios, in shell",1.23976392840475
11806,LBR,Liberia,"Pistachios, in shell",0.9298252245045824
11807,LTU,Lithuania,"Pistachios, in shell",2052.0779405836706
11808,LUX,Luxembourg,"Pistachios, in shell",557.4798793108084
11809,MAC,Macau,"Pistachios, in shell",28.159284164792624
11810,MDG,Madagascar,"Pistachios, in shell",2821.277379163091
11811,MWI,Malawi,"Pistachios, in shell",0.069255939926173
11812,MYS,Malaysia,"Pistachios, in shell",857.1784336329736
11813,MDV,Maldives,"Pistachios, in shell",7.289574479580835
11814,MLI,Mali,"Pistachios, in shell",0.0
11815,MLT,Malta,"Pistachios, in shell",16.31425465500206
11816,MHL,Marshall Islands,"Pistachios, in shell",1.5095394191400224
11817,MRT,Mauritania,"Pistachios, in shell",1.0591625229490582
11818,MDA,Moldova,"Pistachios, in shell",6.299662044854696
11819,MOZ,Mozambique,"Pistachios, in shell",0.4285693460574732
11820,MMR,Myanmar,"Pistachios, in shell",0.2594111916206998
11821,NAM,Namibia,"Pistachios, in shell",2.5895069149744385
11822,NPL,Nepal,"Pistachios, in shell",23.91930865870153
11823,NLD,Netherlands,"Pistachios, in shell",2173.516453603239
11824,NZL,New Zealand,"Pistachios, in shell",161.03985008285196
11825,NER,Niger,"Pistachios, in shell",0.1899404588346587
11826,NGA,Nigeria,"Pistachios, in shell",0.7897524341020019
11827,MKD,North Macedonia,"Pistachios, in shell",150.87455691268556
11828,NOR,Norway,"Pistachios, in shell",179.10646450797682
11829,OMN,Oman,"Pistachios, in shell",1345.2997847094027
11830,PAK,Pakistan,"Pistachios, in shell",4300.27132632257
11831,PSE,Palestine,"Pistachios, in shell",0.0
11832,PAN,Panama,"Pistachios, in shell",12.47880352095313
11833,PNG,Papua New Guinea,"Pistachios, in shell",0.1997493106177847
11834,PER,Peru,"Pistachios, in shell",189.67987890216665
11835,PHL,Philippines,"Pistachios, in shell",86.44918925799577
11836,POL,Poland,"Pistachios, in shell",2851.7007216901598
11837,PRT,Portugal,"Pistachios, in shell",518.9086021141753
11838,QAT,Qatar,"Pistachios, in shell",1125.679890891382
11839,ROU,Romania,"Pistachios, in shell",716.6135259145035
11840,RUS,Russia,"Pistachios, in shell",2040.943881967636
11841,RWA,Rwanda,"Pistachios, in shell",0.2595272332228051
11842,SAU,Saudi Arabia,"Pistachios, in shell",10182.9715664077
11843,SEN,Senegal,"Pistachios, in shell",2.009264972377276
11844,SRB,Serbia,"Pistachios, in shell",154.91982170669087
11845,SYC,Seychelles,"Pistachios, in shell",1.2891188986648885
11846,SLE,Sierra Leone,"Pistachios, in shell",0.0194695641662998
11847,SGP,Singapore,"Pistachios, in shell",325.06922300732856
11848,SVK,Slovakia,"Pistachios, in shell",505.5335782801885
11849,SVN,Slovenia,"Pistachios, in shell",71.46914216288671
11850,SOM,Somalia,"Pistachios, in shell",0.2197554899869138
11851,ZAF,South Africa,"Pistachios, in shell",295.8695080774432
11852,KOR,South Korea,"Pistachios, in shell",986.9393424455228
11853,SSD,South Sudan,"Pistachios, in shell",0.0191528848093704
11854,ESP,Spain,"Pistachios, in shell",12947.668201519597
11855,LKA,Sri Lanka,"Pistachios, in shell",27.178758244795723
11856,SDN,Sudan,"Pistachios, in shell",4.269697415222044
11857,SUR,Suriname,"Pistachios, in shell",0.269650516361275
11858,SWE,Sweden,"Pistachios, in shell",455.6345355797519
11859,CHE,Switzerland,"Pistachios, in shell",905.6449788072088
11860,SYR,Syria,"Pistachios, in shell",66840.7088969835
11861,TWN,Taiwan,"Pistachios, in shell",1536.0199754329942
11862,TZA,Tanzania,"Pistachios, in shell",0.0
11863,THA,Thailand,"Pistachios, in shell",992.2690261884522
11864,TGO,Togo,"Pistachios, in shell",0.0894850636842712
